pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,eta_FF,eta_SI,eta_FC,eta_CH,eta_FS,eta_CU,eta_SL,eta_ST,eta_SV,entity_id
FF,2025-08-19,98.4,-1.35,5.79,"Baz, Shane",519317,669358,,called_strike,,,,,6,Giancarlo Stanton homers (13) on a fly ball to right center field.,R,R,R,TB,NYY,S,,,0,1,2025,0.79,1.46,0.28,2.91,,,,1,1,Top,,,,,,,6.270676592097687,-143.23619308341037,-5.758573547102366,-12.297172766074729,31.124766720438167,-10.948613944890262,3.77,1.8,,,,98.8,2435.0,6.3,776677,663743,650490,664040,691406,673490,802415,677592,663968,54.16,,,,,,,,4,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,215.0,0.0,-0.052,,,,0.052,,-2,2,0.323,0.677,26,35,26,36,1,0,,,,,0.88,0.79,0.79,,,,,,,0.941,,0.502,0.9470000000000001,,0.718,0.23500000000000001,,,669358
FS,2025-08-19,87.1,-1.8,5.87,"Greene, Hunter",660162,668881,,called_strike,,,,,9,Yoán Moncada strikes out swinging.,R,L,R,LAA,CIN,S,,,1,1,2025,0.79,0.84,0.73,1.84,,,,0,7,Bot,,,,,,,7.760723816777181,-126.59217227360227,-5.220243378838775,-10.078563736657827,26.7841907078936,-22.251596168951657,3.45,1.53,,,,87.6,1375.0,6.8,776668,624431,609280,680574,663647,682829,669720,670770,682622,53.72,,,,,,,,53,3,Split-Finger,2,4,2,4,4,2,2,4,Standard,Standard,234.0,0.0,-0.06,,,,0.06,,-2,-2,0.209,0.209,25,30,26,30,3,2,,,,,2.18,0.79,-0.79,,,,,,,0.965,,,,0.838,,0.42700000000000005,,,668881
FF,2025-08-19,96.9,-0.49,6.79,"Stanek, Ryne",682928,592773,,swinging_strike,,,,,6,CJ Abrams flies out to left fielder Brandon Nimmo.,R,L,R,WSH,NYM,S,,,1,0,2025,0.79,1.73,0.53,2.46,,,,1,9,Bot,,,,,,,4.476586242753338,-140.82445131627998,-9.890212443977452,-11.481277153436045,31.70372158927649,-7.124301349991573,3.54,1.58,,,,96.1,2269.0,5.9,776678,620443,624413,643446,683146,596019,607043,656775,665742,54.62,,,,,,,,71,2,4-Seam Fastball,1,8,1,8,8,1,1,8,Infield shade,Standard,208.0,0.0,-0.049,76.8,7.4,,0.049,,-7,-7,0.0,0.0,33,24,34,25,1,3,,,,,0.7,0.79,-0.79,,13.415676551295,-2.843228229184482,30.366385321560557,33.47968242721984,28.85521402105,0.9940000000000001,,,,0.937,,0.22399999999999998,0.41700000000000004,,592773
FF,2025-08-19,97.1,-1.92,5.85,"Smith, Shane",595777,681343,,swinging_strike,,,,,12,Jurickson Profar flies out to left fielder Andrew Benintendi.,R,L,R,ATL,CWS,S,,,0,1,2025,0.78,1.2,0.23,3.68,645277.0,805373.0,,1,2,Bot,,,,,,,7.661201100582041,-141.26250188556452,-3.0913181615019605,-12.183299230486828,31.453807160019533,-15.537265023674324,3.32,1.6,,,,98.6,2320.0,7.1,776687,700337,678246,672820,681460,805367,643217,673357,643565,53.44,,,,,,,,16,2,4-Seam Fastball,2,0,2,0,0,2,2,0,Strategic,Standard,218.0,0.0,-0.088,67.3,6.3,,0.088,,2,2,0.814,0.814,25,32,25,32,2,1,,,,,1.21,0.78,-0.78,,11.550721725260203,0.2958070333077243,22.427939635411423,28.736158571454933,30.784985918677247,0.768,0.855,,0.8340000000000001,,0.809,0.30100000000000005,,,681343
FF,2025-08-19,95.3,-1.13,5.49,"Miller, Shelby",621020,571946,strikeout,swinging_strike,,,,,3,Dansby Swanson strikes out swinging.,R,R,R,CHC,MIL,S,2.0,,0,2,2025,0.78,1.5,0.77,3.36,,,,1,6,Bot,,,,,,,6.855913239726376,-138.59224189707683,-3.3359531965203844,-11.643504293945227,32.415127430956844,-12.335806608463,3.6,1.68,,,,96.5,2476.0,7.1,776691,661388,683734,668930,702332,687401,686555,663368,686217,53.41,,0.0,0.0,1.0,0.0,0.0,,54,3,4-Seam Fastball,6,4,6,4,4,6,6,4,Strategic,Standard,207.0,-0.009,-0.163,67.8,6.5,,0.163,,2,2,0.84,0.84,34,31,35,31,1,2,,,,,1.02,0.78,0.78,,4.526329530216286,28.53380029637651,28.42030867987616,47.30672478891209,10.919441029563515,0.996,,,,0.897,,,0.455,,571946
CH,2025-08-19,85.6,-1.41,5.46,"Sheehan, Emmet",692585,686218,,called_strike,,,,,6,Yanquiel Fernández strikes out swinging.,R,L,R,COL,LAD,S,,,1,1,2025,0.78,0.08,0.54,2.56,,,,0,3,Bot,,,,,,,6.224356544405827,-124.69734282825684,-0.836381733038889,-9.250416994901656,20.597869612656662,-31.39396820327203,3.62,1.69,,,,87.0,1152.0,6.7,776671,669257,518692,500743,671083,605141,669743,681624,606192,53.78,,,,,,,,28,3,Changeup,0,7,0,7,7,0,0,7,Standard,Standard,263.0,0.0,-0.06,,,,0.06,,-7,-7,0.039,0.039,25,22,26,22,1,0,,,,,2.98,0.78,-0.78,,,,,,,0.9890000000000001,,,0.986,,0.8520000000000001,0.257,,,686218
FF,2025-08-19,95.9,-1.97,6.06,"Brown, Hunter",690993,686613,,called_strike,,,,,4,Colt Keith called out on strikes.,R,L,R,DET,HOU,S,,,0,0,2025,0.78,1.39,-0.34,2.74,,,,0,1,Bot,,,,,,,6.141365681736255,-139.56496506370982,-6.383601831568618,-11.605597040950157,29.55848870121732,-12.775453571863892,3.38,1.54,,,,96.8,2307.0,6.7,776685,673237,572233,602104,621043,665161,643289,676801,701358,53.83,,,,,,,,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,207.0,0.0,-0.04,,,,0.04,,0,0,0.547,0.547,26,23,27,24,1,0,,,,,1.08,0.78,-0.78,,,,,,,0.9490000000000001,0.887,0.527,0.968,,0.8079999999999999,0.409,,,686613
FF,2025-08-19,96.8,-1.28,5.92,"Garcia, Rico",807799,670329,,called_strike,,,,,8,Masataka Yoshida strikes out swinging.,R,L,R,BOS,BAL,S,,,1,0,2025,0.77,1.74,0.26,1.99,657136.0,701350.0,608324.0,2,8,Bot,,,,,,,5.812583612681276,-140.6421100357096,-8.849133222754878,-11.501997140186424,32.596242365282066,-7.189502894440972,3.25,1.47,,,,96.2,2537.0,6.1,776684,656577,691723,702616,676679,683002,666185,681297,687637,54.39,,,,,,,,68,2,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,206.0,0.0,-0.019,,,,0.019,,-2,-2,0.221,0.221,31,31,31,32,1,3,,,,,0.7,0.77,-0.77,,,,,,,0.993,,,0.986,,0.537,0.141,,,670329
FF,2025-08-19,96.0,-3.08,5.08,"Ramírez, Yohan",666182,670990,,called_strike,,,,,12,"Bo Bichette grounds out, third baseman Isiah Kiner-Falefa to first baseman Spencer Horwitz.",R,R,R,PIT,TOR,S,,,0,0,2025,0.77,1.07,0.92,2.86,664702.0,543807.0,,1,4,Top,,,,,,,12.505712972645428,-139.2773960060052,-2.6954580521725147,-12.893487068821893,31.813016418157076,-17.88009546136685,3.69,1.74,,,,97.3,2322.0,7.2,776679,663698,687462,693304,643396,669707,682927,669261,668804,53.29,,,,,,,,34,1,4-Seam Fastball,1,5,5,1,5,1,5,1,Strategic,Standard,236.0,0.0,-0.044,,,,0.044,,-4,4,0.082,0.918,30,27,30,27,1,2,,,,,1.43,0.77,0.77,,,,,,,0.875,0.88,0.34500000000000003,,,0.76,0.34299999999999997,0.619,,670990
SI,2025-08-19,95.1,0.12,6.38,"Chapman, Aroldis",663624,547973,,called_strike,,,,,2,Ryan Mountcastle strikes out swinging.,R,R,L,BOS,BAL,S,,,0,0,2025,0.77,1.61,0.13,3.06,,683002.0,,0,10,Top,,,,,,,-1.7294391282360515,-138.28394943721003,-6.738798548503552,10.234660011307929,32.39633390560496,-10.272314288064695,3.62,1.77,,,,96.5,2385.0,7.3,776684,657136,647351,663853,608324,596115,680776,678882,701350,53.24,,,,,,,,80,1,Sinker,3,3,3,3,3,3,3,3,Standard,Standard,167.0,0.0,-0.047,,,,0.047,,0,0,0.5,0.5,37,28,37,28,1,4,,,,,0.93,0.77,-0.77,,,,,,,0.9059999999999999,0.882,,,0.41200000000000003,,0.429,,,547973
FF,2025-08-19,93.3,-0.81,5.78,"Darnell, Dugan",500743,699911,,called_strike,,,,,6,Miguel Rojas walks.,R,R,R,COL,LAD,S,,,1,0,2025,0.77,1.34,0.76,2.26,,,,0,9,Top,,,,,,,5.789090024262109,-135.76423228133265,-6.431655373491311,-10.750689635090676,24.78645199640654,-14.306294596634547,3.45,1.64,,,,95.1,2492.0,6.9,776671,696100,682653,690022,691720,678662,687597,686668,671289,53.56,,,,,,,,77,2,4-Seam Fastball,4,10,10,4,10,4,10,4,Standard,Standard,210.0,0.0,-0.049,,,,0.049,,-6,6,0.002,0.998,28,36,28,36,1,4,,,,,1.24,0.77,0.77,,,,,,,0.9770000000000001,,,,0.978,,0.19,,,699911
CH,2025-08-19,81.7,2.03,6.41,"Gomber, Austin",681624,596295,strikeout,swinging_strike,,,,,12,Andy Pages strikes out swinging.,R,R,L,COL,LAD,S,2.0,,2,2,2025,0.77,0.91,0.91,3.58,,518692.0,606192.0,1,3,Top,,,,,,,-4.093455809111451,-119.13077910881552,-1.7246786329398742,8.113812897963818,18.16410775404629,-23.31196589805528,3.52,1.59,,,,83.8,1748.0,7.1,776671,696100,682653,690022,691720,678662,666160,686668,671289,53.41,,0.0,0.0,1.0,0.0,0.0,,22,5,Changeup,0,4,4,0,4,0,4,0,Standard,Standard,126.0,0.017,-0.218,72.0,6.8,,0.218,,-4,4,0.117,0.883,31,24,32,25,2,1,,,,,2.44,0.77,-0.77,,-10.3302341478388,20.566768195211637,30.92298031922028,49.49583229410024,16.2083511004506,0.9940000000000001,,0.608,0.978,0.795,0.792,0.35000000000000003,,,596295
FF,2025-08-19,92.9,2.3,6.51,"Rodón, Carlos",663743,607074,,called_strike,,,,,6,Nick Fortes strikes out swinging.,R,R,L,TB,NYY,S,,,1,0,2025,0.77,1.5,0.47,2.59,,,,2,4,Bot,,,,,,,-6.303058095419433,-135.03285203548313,-7.464930405191685,10.75593012275198,29.924014603509733,-12.408376339415527,3.29,1.51,,,,92.3,2406.0,6.0,776677,700250,502671,665862,676609,683011,641355,663757,519317,54.49,,,,,,,,43,2,4-Seam Fastball,2,10,2,10,10,2,2,10,Standard,Standard,150.0,0.0,-0.056,,,,0.056,,-8,-8,0.011,0.011,32,28,33,29,2,1,,,,,1.15,0.77,-0.77,,,,,,,0.975,0.785,,0.7809999999999999,,0.7320000000000001,0.217,,,607074
FF,2025-08-19,94.1,-2.91,5.46,"Sterner, Justin",668904,686993,,swinging_strike,,,,,11,Royce Lewis pops out to first baseman Nick Kurtz.,R,R,R,MIN,ATH,S,,,0,1,2025,0.77,1.6,-0.91,3.18,663616.0,,807712.0,2,8,Bot,,,,,,,6.939124464163998,-136.86632092276272,-3.795913180016366,-11.151326167746888,30.20815025893731,-11.361940442516971,3.48,1.67,,,,94.6,2368.0,6.6,776674,669127,701762,649966,695391,687231,691016,671732,668709,53.9,,,,,,,,65,2,4-Seam Fastball,3,6,3,6,6,3,3,6,Standard,Strategic,216.0,0.0,-0.054,74.3,7.9,,0.054,,-3,-3,0.08,0.08,28,26,29,26,1,3,,,,,0.97,0.77,0.77,,14.55390862725154,-17.877753853493953,30.531057778283103,23.96453494413208,23.74769253711741,0.956,,0.32299999999999995,,,,,0.504,,686993
FF,2025-08-19,95.1,-1.8,5.7,"Keller, Mitch",665926,656605,strikeout,called_strike,,,,,7,Andrés Giménez called out on strikes.,R,L,R,PIT,TOR,S,2.0,,3,2,2025,0.77,1.13,-0.31,1.43,,,676391.0,2,3,Top,,,,,,,5.704037802622651,-138.2226608456506,-8.148301793008791,-11.16694219017312,30.09316510492861,-15.998040094235575,3.33,1.51,,,,96.1,2503.0,6.9,776679,663698,687462,693304,643396,669707,682927,669261,668804,53.61,,0.0,0.0,1.0,0.0,0.0,,27,8,4-Seam Fastball,1,5,5,1,5,1,5,1,Standard,Standard,222.0,0.01,-0.283,,,,0.283,,-4,4,0.142,0.858,29,26,29,27,2,1,,,,,1.39,0.77,-0.77,,,,,,,0.8470000000000001,0.73,,0.721,,0.938,0.28,0.625,,656605
FF,2025-08-19,95.4,-1.29,5.53,"Sheehan, Emmet",671289,686218,,called_strike,,,,,2,Tyler Freeman called out on strikes.,R,R,R,COL,LAD,S,,,3,0,2025,0.76,1.35,-0.15,3.11,,,,0,1,Bot,,,,,,,4.751443377837639,-139.03219617750446,-3.878615296254471,-10.939567836951856,26.86875883431665,-13.92491356492845,3.29,1.56,,,,96.7,2549.0,6.6,776671,669257,518692,500743,671083,605141,669743,681624,606192,53.87,,,,,,,,7,4,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,212.0,0.0,-0.092,,,,0.092,,-2,-2,0.342,0.342,25,26,26,26,1,0,,,,,1.12,0.76,0.76,,,,,,,0.9890000000000001,,,0.986,,0.8520000000000001,0.257,,,686218
FF,2025-08-19,93.2,-1.86,5.85,"Keller, Mitch",664770,656605,,called_strike,,,,,6,Nathan Lukes singles on a sharp line drive to center fielder Jack Suwinski.,R,L,R,PIT,TOR,S,,,0,0,2025,0.76,1.21,0.39,2.29,,,,0,3,Top,,,,,,,7.515160582241354,-135.4598846790523,-6.106964111283872,-10.918456426366149,28.65743511135366,-16.110525027299044,3.48,1.61,,,,94.1,2443.0,6.8,776679,663698,687462,693304,643396,669707,682927,669261,668804,53.72,,,,,,,,24,1,4-Seam Fastball,1,5,5,1,5,1,5,1,Standard,Standard,225.0,0.0,-0.04,,,,0.04,,-4,4,0.132,0.868,29,30,29,31,2,1,,,,,1.41,0.76,-0.76,,,,,,,0.8470000000000001,0.73,,0.721,,0.938,0.28,0.625,,656605
FF,2025-08-19,94.4,-3.04,5.45,"Scherzer, Max",663698,453286,,called_strike,,,,,5,Joey Bart singles on a ground ball to second baseman Andrés Giménez. Andrew McCutchen to 3rd. Jack Suwinski to 2nd.,R,R,R,PIT,TOR,S,,,0,0,2025,0.76,1.08,-0.21,2.39,,457705.0,669261.0,0,2,Bot,,,,,,,9.062627729528277,-137.09977232048206,-4.665188116219982,-11.53122993349513,30.185542047435497,-17.709504064173718,3.47,1.59,,,,94.5,2363.0,6.5,776679,672386,664034,665926,676391,666182,664770,664702,680718,54.04,,,,,,,,20,1,4-Seam Fastball,0,5,0,5,5,0,0,5,Standard,Standard,218.0,0.0,-0.053,,,,0.053,,-5,-5,0.18,0.18,40,28,41,29,1,0,,,,,1.49,0.76,0.76,,,,,,,0.925,,0.40700000000000003,0.99,,0.672,0.29,,,453286
FF,2025-08-19,91.9,2.29,6.58,"Rodón, Carlos",802415,607074,,called_strike,,,,,4,Chandler Simpson singles on a ground ball to center fielder Trent Grisham.,R,L,L,TB,NYY,S,,,0,0,2025,0.76,1.58,-0.42,2.64,,,,0,1,Bot,,,,,,,-8.452075695653011,-133.51392252694814,-7.511158075010957,10.9095065290492,27.51204466072109,-11.82472079920436,3.52,1.63,,,,91.3,2415.0,5.9,776677,700250,502671,665862,676609,683011,641355,663757,519317,54.57,,,,,,,,7,1,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,147.0,0.0,-0.04,,,,0.04,,-3,-3,0.255,0.255,32,24,33,25,1,0,,,,,1.12,0.76,0.76,,,,,,,0.975,0.785,,0.7809999999999999,,0.7320000000000001,0.217,,,607074
FF,2025-08-19,99.4,1.57,5.88,"Montgomery, Mason",683011,682254,strikeout,called_strike,,,,,1,Anthony Volpe called out on strikes.,R,R,L,TB,NYY,S,2.0,,0,2,2025,0.75,1.4,-0.6,3.29,,,,1,9,Top,,,,,,,-7.770687773644253,-144.51659391954556,-5.034483859018623,12.325388086526017,31.65276677610185,-11.539310076526723,3.45,1.59,,,,100.3,2192.0,6.7,776677,663743,676044,656484,691406,673490,802415,677592,663968,53.81,,0.0,0.0,1.0,0.0,0.0,,81,3,4-Seam Fastball,3,12,12,3,12,3,12,3,Standard,Standard,154.0,0.0,-0.163,,,,0.163,,-9,9,0.0,1.0,25,24,25,24,1,4,,,,,0.9,0.75,-0.75,,,,,,,0.981,,,,,,0.14300000000000002,,,682254
FF,2025-08-19,94.4,2.17,6.42,"Rodón, Carlos",673490,607074,,called_strike,,,,,7,Ha-Seong Kim lines out to left fielder Cody Bellinger.,R,R,L,TB,NYY,S,,,2,1,2025,0.75,1.71,-0.68,1.93,,,664040.0,1,3,Bot,,,,,,,-9.04013307410776,-136.83964216014627,-9.723472107249448,11.462855360249456,29.96808410880966,-8.70345096851017,3.37,1.53,,,,93.8,2379.0,6.1,776677,700250,502671,665862,676609,683011,641355,663757,519317,54.37,,,,,,,,32,4,4-Seam Fastball,2,6,2,6,6,2,2,6,Standard,Standard,145.0,0.0,-0.081,,,,0.081,,-4,-4,0.154,0.154,32,29,33,30,2,1,,,,,0.87,0.75,-0.75,,,,,,,0.975,0.785,,0.7809999999999999,,0.7320000000000001,0.217,,,607074
FF,2025-08-19,94.0,-0.98,6.46,"Adam, Jason",671218,592094,,called_strike,,,,,1,Heliot Ramos flies out to center fielder Bryce Johnson.,R,R,R,SD,SF,S,,,0,0,2025,0.75,1.42,-0.43,3.18,,,,0,8,Top,,,,,,,3.0949912343595027,-136.76905748207048,-5.92237805432452,-10.043721420421376,30.87659410275829,-13.25360658393168,3.23,1.48,,,,94.1,2488.0,6.4,776667,553869,650333,578428,592518,593428,657656,669369,665487,54.07,,,,,,,,64,1,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,210.0,0.0,-0.04,,,,0.04,,4,-4,0.968,0.032,33,25,34,26,1,3,,,,,1.16,0.75,0.75,,,,,,,0.899,,,0.779,,,0.204,0.552,,592094
FS,2025-08-19,88.5,-2.35,6.01,"Sugano, Tomoyuki",680776,608372,,swinging_strike,,,,,13,Jarren Duran grounds out to first baseman Coby Mayo. Connor Wong to 3rd. Roman Anthony to 2nd.,R,L,R,BOS,BAL,S,,,1,0,2025,0.75,0.35,-0.14,1.44,,657136.0,701350.0,1,3,Bot,,,,,,,6.9573669793673885,-128.5527422633737,-5.740881761368756,-9.8579257190965,28.467712527780705,-27.242235188463848,3.44,1.67,,,,88.1,1313.0,6.3,776684,656577,691723,702616,676679,683002,666185,681297,687637,54.19,,,,,,,,25,2,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,213.0,0.0,-0.048,82.4,8.3,,0.048,,0,0,0.596,0.596,35,28,36,29,2,1,,,,,2.59,0.75,-0.75,,12.87002617308583,-16.214235268515907,28.249232831917062,41.70751577049703,43.979195726523294,0.865,0.836,0.397,,0.81,0.682,,0.369,,608372
FF,2025-08-19,91.8,1.04,5.95,"Rodriguez, Eduardo",666134,593958,,called_strike,,,,,7,"Nolan Jones grounds out softly, pitcher Eduardo Rodriguez to first baseman Pavin Smith.",R,L,L,AZ,CLE,S,,,0,0,2025,0.75,1.1,-0.68,1.97,,,,2,6,Top,,,,,,,-6.010246918958227,-133.53327159688973,-6.633222997627841,10.2155233438067,26.57755665420328,-17.842299377378314,3.79,1.86,,,,92.4,2185.0,6.5,776672,645444,656976,606466,677942,672695,664983,677950,682998,53.99,,,,,,,,47,1,4-Seam Fastball,4,4,4,4,4,4,4,4,Standard,Standard,159.0,0.0,-0.045,,,,0.045,,0,0,0.558,0.442,32,27,32,27,3,2,,,,,1.6,0.75,0.75,,,,,,,0.804,0.783,0.611,0.868,,0.47500000000000003,0.32299999999999995,,,593958
FS,2025-08-19,86.7,-2.6,5.91,"Sugano, Tomoyuki",807799,608372,,called_strike,,,,,1,Masataka Yoshida strikes out swinging.,R,L,R,BOS,BAL,S,,,2,0,2025,0.75,0.32,-0.75,2.91,,,,0,4,Bot,,,,,,,5.964935205731504,-126.23013106367344,-1.6813208821067307,-9.225496437534792,23.74303787691931,-28.64629032350125,3.01,1.18,,,,87.0,1256.0,6.3,776684,656577,691723,702616,676679,683002,666185,681297,687637,54.2,,,,,,,,32,3,Split-Finger,1,0,1,0,0,1,1,0,Infield shade,Standard,214.0,0.0,-0.074,,,,0.074,,1,1,0.69,0.69,35,31,36,32,2,1,,,,,2.69,0.75,-0.75,,,,,,,0.865,0.836,0.397,,0.81,0.682,,0.369,,608372
FF,2025-08-19,95.7,-1.86,5.78,"Keller, Mitch",664770,656605,,called_strike,,,,,4,Nathan Lukes singles on a ground ball to center fielder Jack Suwinski. Addison Barger scores. Bo Bichette scores.,R,L,R,PIT,TOR,S,,,0,0,2025,0.75,1.08,-0.69,2.78,680718.0,666182.0,,1,1,Top,,,,,,,4.833715954737682,-139.23848014526988,-4.801504105443514,-10.875182487812763,30.05333177596158,-17.26863648083522,3.48,1.61,,,,96.8,2254.0,6.8,776679,663698,687462,693304,643396,669707,682927,669261,668804,53.68,,,,,,,,5,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,222.0,0.0,-0.044,,,,0.044,,-1,1,0.322,0.678,29,30,29,31,1,0,,,,,1.4,0.75,-0.75,,,,,,,0.8470000000000001,0.73,,0.721,,0.938,0.28,0.625,,656605
FF,2025-08-19,91.4,1.7,6.76,"Lee, Dylan",643565,669276,,called_strike,,,,,2,Mike Tauchman flies out to center fielder Michael Harris II.,R,L,L,ATL,CWS,S,,,0,0,2025,0.74,1.68,0.03,3.21,,,,2,8,Top,,,,,,,-5.7464026646438375,-132.93114799647918,-6.610162359253539,10.076262128758588,29.04136502639576,-10.99844711299563,3.58,1.68,,,,90.5,2345.0,5.8,776687,686948,621566,645277,805373,660644,595777,671739,660670,54.69,,,,,,,,74,1,4-Seam Fastball,9,10,10,9,10,9,10,9,Infield shade,Standard,149.0,0.0,-0.045,,,,0.045,,-1,1,0.285,0.715,30,34,31,35,1,4,,,,,1.05,0.74,0.74,,,,,,,0.995,,,0.983,,,0.438,,,669276
FF,2025-08-19,97.4,1.07,5.51,"Cleavinger, Garrett",592450,664076,,swinging_strike,,,,,3,Aaron Judge strikes out swinging.,R,R,L,TB,NYY,S,,,1,1,2025,0.74,1.37,0.47,3.8,683011.0,,,2,7,Top,,,,,,,-3.267358273457863,-141.90196865469417,-2.2309539711457744,10.749824002052373,32.003305245583626,-13.308674977764383,4.06,1.83,,,,97.1,2308.0,6.0,776677,663743,676044,656484,691406,673490,802415,677592,663968,54.51,,,,,,,,63,3,4-Seam Fastball,2,12,12,2,12,2,12,2,Infield shade,Standard,135.0,0.0,-0.069,72.0,6.8,,0.069,,-10,10,0.001,0.999,31,33,31,33,1,4,,,,,1.02,0.74,-0.74,,-6.417606420119249,30.057660767599405,37.97139202851396,47.08816626812765,11.178865999219028,0.917,0.851,0.311,,,,0.35700000000000004,0.6859999999999999,,664076
FF,2025-08-19,95.5,-2.15,5.95,"Brown, Hunter",690993,686613,,called_strike,,,,,6,Colt Keith called out on strikes.,R,L,R,DET,HOU,S,,,2,1,2025,0.74,1.23,0.67,2.39,,,,0,1,Bot,,,,,,,9.151525545451069,-138.68951280877218,-6.567555108013743,-11.559520370687908,29.308758969577173,-14.911629380309533,3.38,1.54,,,,96.1,2155.0,6.6,776685,673237,572233,602104,621043,665161,643289,676801,701358,53.89,,,,,,,,4,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,209.0,0.0,-0.073,,,,0.073,,0,0,0.547,0.547,26,23,27,24,1,0,,,,,1.26,0.74,-0.74,,,,,,,0.9490000000000001,0.887,0.527,0.968,,0.8079999999999999,0.409,,,686613
FF,2025-08-19,91.1,-2.26,5.69,"Irvin, Jake",683146,663623,,called_strike,,,,,9,Brett Baty grounds out to first baseman Andrés Chaparro.,R,L,R,WSH,NYM,S,,,0,0,2025,0.74,1.23,0.47,2.12,,,,2,3,Top,,,,,,,8.620753793786134,-132.4607893611769,-5.868360153539426,-10.469963101896154,25.364138545669498,-16.57132389622667,3.73,1.69,,,,93.1,2276.0,7.3,776678,656180,665953,657557,691781,682928,695578,696285,686611,53.24,,,,,,,,22,1,4-Seam Fastball,0,5,5,0,5,0,5,0,Standard,Standard,231.0,0.0,-0.045,,,,0.045,,-5,5,0.096,0.904,28,25,28,26,2,1,,,,,1.5,0.74,-0.74,,,,,,,0.856,0.8059999999999999,0.445,0.784,,0.748,0.40299999999999997,,,663623
FF,2025-08-19,90.5,3.51,5.31,"Lopez, Jacob",680777,682052,,called_strike,,,,,12,Ryan Jeffers singles on a sharp ground ball to left fielder Tyler Soderstrom.,R,R,L,MIN,ATH,S,,,1,0,2025,0.74,1.08,0.29,3.33,,,,1,1,Bot,,,,,,,-9.846999021087749,-131.56635608760183,-1.348070566091693,10.66262177630756,26.846155601890004,-19.537999961754785,3.12,1.48,,,,92.5,2076.0,7.5,776674,669127,701762,649966,695391,687231,691016,671732,668709,53.03,,,,,,,,6,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,125.0,0.0,-0.049,,,,0.049,,0,0,0.526,0.526,27,28,27,28,1,0,,,,,1.7,0.74,-0.74,,,,,,,0.9400000000000001,0.935,0.594,0.9720000000000001,,,0.49700000000000005,,,682052
FF,2025-08-19,90.1,-1.34,5.67,"Lugo, Seth",694671,607625,,called_strike,,,,,3,Wyatt Langford strikes out swinging.,R,R,R,KC,TEX,S,,,0,0,2025,0.74,1.24,0.47,3.01,,,,1,1,Top,,,,,,,5.999639888075929,-131.080365691866,-3.271054880550323,-9.792530306490612,26.488619974399683,-17.354451969724245,3.56,1.68,,,,89.5,2283.0,5.8,776675,571912,686469,663697,672580,677951,670231,664728,573262,54.67,,,,,,,,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,214.0,0.0,-0.039,,,,0.039,,0,0,0.522,0.478,35,23,36,24,1,0,,,,,1.56,0.74,0.74,,,,,,,0.848,0.835,0.608,0.8690000000000001,0.804,0.8,0.309,0.45299999999999996,0.653,607625
